consumer_complaint_narrative,product,issue,company_name,date_received,clean_text,word_count,lda_topic,nmf_topic
"I disputed the account and ask that they validate this account, and they fail to respond to the action. The law states they have 30 days to do so if not or over the 30 days this account must be removed from the credit file and in this case, they fail to respond to the matter. It has been over 30 days with no response, and I did not open or authorize this account, and I therefore request that it be closed immediately. By the federal law requirement this account must be removed because you do not have proof or any evidence to support this matter and failure to respond. I request that you take all appropriate steps to remove the information about this account from my credit files. My credit report showing the fraudulent items related to your company that are the result of identity theft.",Debt collection,Attempts to collect debt not owed,ERC,12/21/2021,disputed the account and ask that they validate this account and they fail respond the action the law states they have days not over the days this account must removed from the credit file and this case they fail respond the matter has been over days with response and did not open authorize this account and therefore request that closed immediately the federal law requirement this account must removed because you not have proof any evidence support this matter and failure respond request that you take all appropriate steps remove the information about this account from credit files credit report showing the fraudulent items related your company that are the result identity theft,113,1,2
I came home from taking care of some business and found a call on my caller ID that I didn't reconize so I called back and a man with a XXXX accent answered the phone and started to give me a run about infomation on me and claimed I owed a debt that they were attempting to collect. I knew I didn't owe a debt so I chewed the man out and told the not to call me anymore or I'd take legal action and I hung up.,Debt collection,Attempts to collect debt not owed,ERC,2/21/2018,came home from taking care some business and found call caller that didn reconize called back and man with accent answered the phone and started give run about infomation and claimed owed debt that they were attempting collect knew didn owe debt chewed the man out and told the not call anymore take legal action and hung,57,3,1
"ATTENTION DISPUTE DEPARTMENT XXXX, XXXX SOC SEC # XXXX DOB XX/XX/1994 ADDRESS XXXX XXXX XXXX, XXXX XXXX, FL XXXX ENHANCED RECOVERY CO XXXX XXXX Your company have violated FCRA 615 ( f ) ( 15 U.S.C. 1681m ( f ) ) ( f ) Prohibition on sale or transfer of debt caused by identity theft You have not responded to my request to provide me with an investigation report. 
I need this resolve, under the Fair Credit Reporting Act, these disputed items may not appear on my credit report if they can not be supported by any evidence ( 1 ) In general No person ( company ) shall sell, transfer for consideration, or place for collection a debt that such person has been notified under section 1681c-2 of this title has resulted from identity theft.

( 2 ) Applicability The prohibitions of this subsection shall apply to all persons collecting a debt described in paragraph ( 1 ) after the date of a notification under paragraph ( 1 ).

( 3 ) Rule of construction Nothing in this subsection shall be construed to prohibit -- ( A ) The repurchase of a debt in any case in which the assignee of the debt requires such repurchase because the debt has resulted from identity theft ; ( B ) the securitization of a debt or the pledging of a portfolio of debt as collateral in connection with a borrowing ; or ( C ) the transfer of debt as a result of a merger, acquisition, purchase and assumption transaction, or transfer of substantially all of the assets of an entity.

A person that furnishes information to any consumer reporting agency shall have in place reasonable procedures to respond to any notification that it receives from a consumer reporting agency under section 1681c-2 of this title relating to information resulting from identity theft, to prevent that person from refurnishing such blocked information. 
The reference items are listed below please take this matter very serious ENHANCED RECOVERY CO XXXX XXXX I have report your company to consumerfinance.gov As a form of record and I am prepare to sue your company Example In re XXXX XXXX XXXX, XXXX Telephone Consumer Protection Act Litigation, Case No. XXXX, in the U.S. District Court for the Southern District of XXXX Stop collection proceedings against me Signatures on applications and accounts Investigators report XXXX, XXXX SOC SEC # XXXX DOB XX/XX/1994 ADDRESS XXXX XXXX XXXX, XXXX XXXX, FL XXXX",Debt collection,Attempts to collect debt not owed,ERC,9/4/2018,attention dispute department soc sec dob address enhanced recovery your company have violated fcra prohibition sale transfer debt caused identity theft you have not responded request provide with investigation report need this resolve under the fair credit reporting act these disputed items may not appear credit report they can not supported any evidence general person company shall sell transfer for consideration place for collection debt that such person has been notified under section this title has resulted from identity theft applicability the prohibitions this subsection shall apply all persons collecting debt described paragraph after the date notification under paragraph rule construction nothing this subsection shall construed prohibit the repurchase debt any case which the assignee the debt requires such repurchase because the debt has resulted from identity theft the securitization debt the pledging portfolio debt collateral connection with borrowing the transfer debt result merger acquisition purchase and assumption transaction transfer substantially all the assets entity person that furnishes information any consumer reporting agency shall have place reasonable procedures respond any notification that receives from consumer reporting agency under section this title relating information resulting from identity theft prevent that person from refurnishing such blocked information the reference items are listed below please take this matter very serious enhanced recovery have report your company consumerfinance gov form record and prepare sue your company example telephone consumer protection act litigation case the district court for the southern district stop collection proceedings against signatures applications and accounts investigators report soc sec dob address,250,4,2
"This is XXXX XXXX XXXX, who is submitting this CFPB complaint myself, and to inform you that there is no third party involved in the process. This account is inaccurately and erroneously reporting. Their intentional and willful furnishing of inaccurate information is a violation of FCRA Section 623 and according to FCRA Section 611. I have done many attempts to reach out to XXXX and XXXX Credit Bureaus but they failed to give me any results or feedbacks about this concern. Please investigate and remove them from my personal credit file. Thank you. 
ERC-XXXX-Balance {$600.00} ENHANCED RECOVERY CO L-XXXX-Balance {$600.00}",Debt collection,Attempts to collect debt not owed,ERC,10/9/2021,this who submitting this cfpb complaint myself and inform you that there third party involved the process this account inaccurately and erroneously reporting their intentional and willful furnishing inaccurate information violation fcra section and according fcra section have done many attempts reach out and credit bureaus but they failed give any results feedbacks about this concern please investigate and remove them from personal credit file thank you erc balance enhanced recovery balance,72,4,4
"XXXX XXXX is trying to collect money on a fraudulent account and saying I opened an account with them on XX/XX/ 2020, when in fact i had XXXX as my phone provider in 2020. This account is fraudulent, please remove it from my account.",Debt collection,Attempts to collect debt not owed,ERC,9/5/2022,trying collect money fraudulent account and saying opened account with them when fact had phone provider this account fraudulent please remove from account,23,1,5
"I've sent multiple letters to this agency about this not being my account. After being advised by identitytheft.gov, I've completed and sent a fraud affidavit via certified mail. I can see they received it, but nothing has changed. See supporting documents. Even the USPS tracking. My official complaint is against ENHANCED RECOVERY. My information was used to obtain an apartment, cell phone, and an auto loan with my ex-partner. I am a victim of identity theft and have put this off for too long. I've completed the proper steps, 1. notify creditors 2. police report 3. informed the state of Texas. The individual I've suspected for this theft is now deceased, and the police department said to contact the federal trade commission to seek relief. These companies disregard laws and dont care whos credit or lives they impact.",Debt collection,Attempts to collect debt not owed,ERC,5/13/2021,sent multiple letters this agency about this not being account after being advised identitytheft gov completed and sent fraud affidavit via certified mail can see they received but nothing has changed see supporting documents even the usps tracking official complaint against enhanced recovery information was used obtain apartment cell phone and auto loan with partner victim identity theft and have put this off for too long completed the proper steps notify creditors police report informed the state texas the individual suspected for this theft now deceased and the police department said contact the federal trade commission seek relief these companies disregard laws and dont care whos credit lives they impact,110,5,2
"I have disputed this item before and they took it off, now they have placed the item back on my credit profile, I have know knowledge of the said account. I was a victim of ID thief and the company has been made aware of it several times.",Debt collection,Attempts to collect debt not owed,ERC,1/17/2018,have disputed this item before and they took off now they have placed the item back credit profile have know knowledge the said account was victim thief and the company has been made aware several times,36,2,4
ENHANCED RECOVERY # XXXX reported account on my credit report dont have any account with this company never made business and dont your customer person use my information open account with tmobile,Debt collection,Attempts to collect debt not owed,ERC,5/6/2022,enhanced recovery reported account credit report dont have any account with this company never made business and dont your customer person use information open account with tmobile,27,1,5
"on XX/XX/XXXX I received a call from Enhanced Recovery Company, informing me I have a collections balance of {$630.00} from an original creditor XXXXXXXX XXXX XXXXXXXX I notified them I never had any accounts with such a company and I have no outstanding balances. They were no help to me in resolving this issue. Upon checking my credit report immediately after this phone call, I saw that this derogatory remark was indeed on my report. It showed that this Account was open on XX/XX/XXXX. I did not open this account or request any services from this creditor. I do not know how they obtained any of my information and or added any balances to my credit report. Please help me remove this fraudulent account off my report as soon as possible because it is degrading my credit score and my financial credibility.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,3/6/2021,received call from enhanced recovery company informing have collections balance from original creditor notified them never had any accounts with such company and have outstanding balances they were help resolving this issue upon checking credit report immediately after this phone call saw that this derogatory remark was indeed report showed that this account was open did not open this account request any services from this creditor not know how they obtained any information and added any balances credit report please help remove this fraudulent account off report soon possible because degrading credit score and financial credibility,96,3,4
I am a victim of identity theft and I have submitted a notarized affidavit which serves as a legal document to my identity theft. I am also a victim of the XXXX breach and opted out of the settlement because I have suffered extreme losses due to the breach and the identity theft. I need the fraud accounts that are in my letter that is attached removed permanently from my file as I have also contacted the creditors as well. This is extreme in violation of my fair credit reporting act rights and I will seek legal recourse. I have also attached the printout of me being affected by the XXXX breach as well.,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,8/15/2021,victim identity theft and have submitted notarized affidavit which serves legal document identity theft also victim the breach and opted out the settlement because have suffered extreme losses due the breach and the identity theft need the fraud accounts that are letter that attached removed permanently from file have also contacted the creditors well this extreme violation fair credit reporting act rights and will seek legal recourse have also attached the printout being affected the breach well,77,4,2
I never have an account with these collector/creditor. I tried to contact them several times and ask for proof of ownership but they are failed to send me necessary documentation to prove that I really own this account.,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,10/14/2021,never have account with these collector creditor tried contact them several times and ask for proof ownership but they are failed send necessary documentation prove that really own this account,30,3,4
"This has been reinsterted with out having the debt verified, violation of FCRA section 611 15 USC 1681 paragraph 5 I need this removed asap or will file a lawsuit. 

I never had a big bill like that one they are misleading people with please remove asap. Cease and desist immediately","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,2/11/2018,this has been reinsterted with out having the debt verified violation fcra section usc paragraph need this removed asap will file lawsuit never had big bill like that one they are misleading people with please remove asap cease and desist immediately,41,4,4
"I have reached out to the company on several occasions asking them to provide me with the information that have under my name and social. I asked them to prove they had the legal right to report this information on my credit report. They have failed to provided me with any information regarding this matter. I sent off certified mail and called multiple times. They need to provide this information showing they or in compliance with FTC, FCRA, IFRS, G.A.A.P and BASEL3 regulations.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,7/23/2021,have reached out the company several occasions asking them provide with the information that have under name and social asked them prove they had the legal right report this information credit report they have failed provided with any information regarding this matter sent off certified mail and called multiple times they need provide this information showing they compliance with ftc fcra ifrs and basel regulations,65,2,3
"In 2016 my company had bought a new XXXX  and XXXX  for me through the service provider "" XXXX ''. My job shortly after relocated me to south Texas and my service wasnt great at all so I called and called and finally got XXXX  to accept me to return my XXXX  and XXXX so I could go get another provider that worked better in the area. I did that and then a year later they hire ENHANCED RECOVERY SERVICES! They have done nothing but harass me and called me names and lied about the balance which went from {$750.00} dollars to {$1500.00} somehow. I have tried many times and was patient but we have an attorney who asked us to file this and we will be in touch.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,2/15/2021,company had bought new and for through the service provider job shortly after relocated south texas and service wasnt great all called and called and finally got accept return and could get another provider that worked better the area did that and then year later they hire enhanced recovery services they have done nothing but harass and called names and lied about the balance which went from dollars somehow have tried many times and was patient but have attorney who asked file this and will touch,86,1,1
"XXXX XXXX is posting an account on my credit profile that i have no knowledge of nor has the company followed any of the procedures set forward in the fair dept collection act which states that i should have been notified and had a chance to dispute any collection attempt before posting to my credit profile, I believe this account was opened fraudulently and would like the company to stop posting to my credit report as the is a violation of my rights under the FDCRA and FCRA, attached is a police report as i am a victim of identity fraud","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,9/21/2020,posting account credit profile that have knowledge nor has the company followed any the procedures set forward the fair dept collection act which states that should have been notified and had chance dispute any collection attempt before posting credit profile believe this account was opened fraudulently and would like the company stop posting credit report the violation rights under the fdcra and fcra attached police report victim identity fraud,69,4,2
Enhanced Recovery CO L is reporting an account from XXXX account number ending in XXXX in the balance of {$2800.00} on my credit report I have no knowledge of this account and Im asking this collection agency to furnish full proof that this belongs to me and if no proof is given within 30 days by law under FCRA this needs to be removed from all three credit bureaus immediately,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,8/13/2021,enhanced recovery reporting account from account number ending the balance credit report have knowledge this account and asking this collection agency furnish full proof that this belongs and proof given within days law under fcra this needs removed from all three credit bureaus immediately,44,2,3
"1 ) These accounts, opened in XXXX and XXXX, commits itself to a pattern of fraud that took place within a specific period of time as is evidenced by all subsequent accounts. More specifically, a XXXX thru XXXX timeframe. 
2 ) The address provided to and reported by XXXX XXXX XXXX XXXX is one that XXXX XXXX has never lived at, in a State in which he has never been a resident. We have provided signed documentation from the management company which proves this fact. ( Figure C ) 3 ) XXXX XXXX  and XXXX XXXX XXXX XXXX failed to respond in any measure to the Cease and Desist notice registered with the Civil Court of XXXX County Iowa in XX/XX/XXXX, which demanded that the aforementioned company immediately cease identifying this account with our client. That document detailed the failure of XXXX XXXX and XXXX XXXX XXXX to comply with : The United States Fair Credit Reporting Act, 15 U.S.C. 1681, 611 The Fair Debt Collection Practices Act, 15 U.S.C.1692 4 ) This is the third account listed by a wireless company within the same time period. It is illogical that any legitimate account would have been opened with three wireless carriers by one individual in close succession unless illegal activity was involved. 
It is because of these facts, and the documentation including : a signed Fraud Affidavit, reports from two law enforcement agencies, a report from the Internal Revenue Service confirming our client as a fraud and identity theft victim ) provided which proves that this account was in no way a result of any application of our client, nor did he benefit from it in any way, that we ask that your organization immediately delete and/or block the reporting of this trade line","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,4/10/2018,these accounts opened and commits itself pattern fraud that took place within specific period time evidenced all subsequent accounts more specifically thru timeframe the address provided and reported one that has never lived state which has never been resident have provided signed documentation from the management company which proves this fact figure and failed respond any measure the cease and desist notice registered with the civil court county iowa which demanded that the aforementioned company immediately cease identifying this account with our client that document detailed the failure and comply with the united states fair credit reporting act the fair debt collection practices act this the third account listed wireless company within the same time period illogical that any legitimate account would have been opened with three wireless carriers one individual close succession unless illegal activity was involved because these facts and the documentation including signed fraud affidavit reports from two law enforcement agencies report from the internal revenue service confirming our client fraud and identity theft victim provided which proves that this account was way result any application our client nor did benefit from any way that ask that your organization immediately delete and block the reporting this trade line,201,4,3
"I PREVIOUSLY CONTACTED THE COMPANIES AND LISTED SUPPORTING DOCUMENTS BELOW TO HAVE THESE FRAUDULENT ACCOUNTS. I HAVE CONTACTED THE DATA FURNISHER AND ASKED THEM TO REMOVE THE FRAUDULENT ACCOUNTS. 

ACCOUNTS : 1.ENHANCED RECOVERY XXXX UNAUTHORIZED ACCOUNT 2.XXXX XXXX XXXX/XXXX XXXX UNAUTHORIZED ACCOUNT","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,10/10/2021,previously contacted the companies and listed supporting documents below have these fraudulent accounts have contacted the data furnisher and asked them remove the fraudulent accounts accounts enhanced recovery unauthorized account unauthorized account,32,2,5
"I cancelled my XXXX service and noticed on my bill that I was being charged for my equipment. I called XXXX and provided proof that I had returned the equipment and they told me that they were sorry and they would take care of it and remove from my account. I did n't find out until much later when a Collection Agency said that I did n't return the equipment. The entire time XXXX told me that they received the equipment and not to worry about the charge, that it would be removed. I ca n't believe that they sent me to collections after being told it was taken care of, when it was a mistake in the first place. After I found out it was sent to collection, I called the collection agency immediately, and explained the situation and was told not to worry about it and they would call XXXX and take care of everything. I am just now finding out that the collection agency did n't follow through when pulling my credit with a company and being told that it was still on my report. I was in shock and still ca n't believe this has not been taken care of. It is costing me a lot of money and hurting my credit for a mistake that was never my fault in the first place, and should have been resolved when I was told it would be.",Debt collection,False statements or representation,ERC,3/17/2017,cancelled service and noticed bill that was being charged for equipment called and provided proof that had returned the equipment and they told that they were sorry and they would take care and remove from account did find out until much later when collection agency said that did return the equipment the entire time told that they received the equipment and not worry about the charge that would removed believe that they sent collections after being told was taken care when was mistake the first place after found out was sent collection called the collection agency immediately and explained the situation and was told not worry about and they would call and take care everything just now finding out that the collection agency did follow through when pulling credit with company and being told that was still report was shock and still believe this has not been taken care costing lot money and hurting credit for mistake that was never fault the first place and should have been resolved when was told would,173,1,1
I have filed a dispute in regards to the incorrect items on my credit report. It has been well over 30 days and I haven't received any investigation results.,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,ERC,3/18/2021,have filed dispute regards the incorrect items credit report has been well over days and haven received any investigation results,20,3,4
"Enhanced Recovery Company ( ERC ) is failing to uphold Federal Law, regarding reporting 100 % accurate information ; ERC is reporting INACCURATE, unfair information on my credit profile, which is affecting my ability to obtain credit.

I've communicated to ERC, via certified mail, with return receipt, on two ( 2 ) separate occasions ; my first letter to ERC was received and signed off on, on XX/XX/2021 at XXXX, and the second letter was received on XX/XX/2021 at XXXX. I havent received any correspondence, whatsoever, from ERC, nor have they removed this inaccurate, negative information on my credit report, and its been 13 weeks, or 91 days since theyve received and signed for my first letter! 

ERC is reporting inaccurate information on my credit report, and refuses to remove it.","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,ERC,4/6/2021,enhanced recovery company erc failing uphold federal law regarding reporting accurate information erc reporting inaccurate unfair information credit profile which affecting ability obtain credit communicated erc via certified mail with return receipt two separate occasions first letter erc was received and signed off and the second letter was received havent received any correspondence whatsoever from erc nor have they removed this inaccurate negative information credit report and its been weeks days since theyve received and signed for first letter erc reporting inaccurate information credit report and refuses remove,88,2,3
"I have requested debt validation from this company several times. I have requested information about what this account is for, the date of XXXX delinquency, and an itemized final bill from ERC. 

The XXXX request was over 60 days ago and the last request was over 30 days ago. The only information I have recieved is a paid in full letter. I requested debt validation. 
I was told over the phone that ERC does not have this information and they need to contact the Original Creditor for this information. 
I paid this debt in full to the Original Creditor, ERC is continuing to report this debt with inaccurate information to the CRA including the date of first delinquency and the amount of the debt owed.",Debt collection,Disclosure verification of debt,ERC,5/28/2015,have requested debt validation from this company several times have requested information about what this account for the date delinquency and itemized final bill from erc the request was over days ago and the last request was over days ago the only information have recieved paid full letter requested debt validation was told over the phone that erc does not have this information and they need contact the original creditor for this information paid this debt full the original creditor erc continuing report this debt with inaccurate information the cra including the date first delinquency and the amount the debt owed,101,3,4
"This is the third company that has tried to collect on this debt. Each time the amount of money they say I owe increases hundreds of dollars. I have contacted XXXX each time someone tries to collect this debt and they say they have no idea that I DO NOT OWE THEM MONEY NOR HAVE I EVER HAD ANY ACCOUNT WITH THEM. they say that they never placed my account for collection. I have sent two validation demand letters to this company demanding that they show me proof that I owe this money, since XXXX themselves have no idea about the debt. The have ignored each request. I have sent a cease and deceit letter and yet they still call me. They had thirty days to provide validation which they refuse to do. I gave them two chances they refused. I sent a letter demanding they stop calling and they said when they called that they do n't have to abide by that letter. They said I owe the money and that they will either sue me for it in Florida forcing me to drive there to defend myself since I live I Ohio or they will press criminal charges against me for fraud and just have me arrested. Everything about this is illegal it violates the Fair Debt Collections Practice Act and the Fair Credit Reporting Act. They are purposefully re aging this account by selling it back and forth so it stay on my credit report.",Debt collection,Disclosure verification of debt,ERC,3/31/2017,this the third company that has tried collect this debt each time the amount money they say owe increases hundreds dollars have contacted each time someone tries collect this debt and they say they have idea that not owe them money nor have ever had any account with them they say that they never placed account for collection have sent two validation demand letters this company demanding that they show proof that owe this money since themselves have idea about the debt the have ignored each request have sent cease and deceit letter and yet they still call they had thirty days provide validation which they refuse gave them two chances they refused sent letter demanding they stop calling and they said when they called that they have abide that letter they said owe the money and that they will either sue for florida forcing drive there defend myself since live ohio they will press criminal charges against for fraud and just have arrested everything about this illegal violates the fair debt collections practice act and the fair credit reporting act they are purposefully aging this account selling back and forth stay credit report,194,1,5
I 've asked for the creditor to validate the debt by providing an itemized bill over a dozen times. During our correspondence they continue to harass and abuse me by calling me repeatedly at all times of the day offering to close said collection to coerce payment for a debt that I ca n't confirm to be true and valid. Despite these predatory and unlawful tactics they have now reported the collection to all three reporting agencies dropping my credit score from the high XXXX to the low XXXX. I have mailed them my rebuttals and their violations of the Fair Debt Collection Practices Act yet they still continue to with their unlawful ways.,Debt collection,Disclosure verification of debt,ERC,10/5/2016,asked for the creditor validate the debt providing itemized bill over dozen times during our correspondence they continue harass and abuse calling repeatedly all times the day offering close said collection coerce payment for debt that confirm true and valid despite these predatory and unlawful tactics they have now reported the collection all three reporting agencies dropping credit score from the high the low have mailed them rebuttals and their violations the fair debt collection practices act yet they still continue with their unlawful ways,85,3,4
I learned from a recent credit report that ENHANCRCVRCO is showing as a collection account and is trying to collect a debt in the amount of {$400.00}. This is the first time I have heard of this company or this debt. I was never sent a notice of right to dispute nor have I been contacted by mail or telephone regarding this alleged debt.,Debt collection,Disclosure verification of debt,ERC,5/11/2015,learned from recent credit report that enhancrcvrco showing collection account and trying collect debt the amount this the first time have heard this company this debt was never sent notice right dispute nor have been contacted mail telephone regarding this alleged debt,42,1,3
"On XX/XX/2014, I contacted the Consumer Financial Protection Bureau and filed a complaint against Enhanced Recovery LLC because they placed a fraudulent account on my credit from XXXX in the amount of {$780.00} without contacting me. Case Number XXXX. 

I discovered on my birthday XX/XX/XXXX that a company by the name of XXXX has now placed the same exact account on my credit 3 years later also without notifying me first to validate the debt!!! 

I am a victim of Identity Theft and i have a police report on record and i am requesting the account be removed immediately!!! 

XXXX Account Number XXXX XXXX",Debt collection,Disclosure verification of debt,ERC,4/5/2017,contacted the consumer financial protection bureau and filed complaint against enhanced recovery llc because they placed fraudulent account credit from the amount without contacting case number discovered birthday that company the name has now placed the same exact account credit years later also without notifying first validate the debt victim identity theft and have police report record and requesting the account removed immediately account number,65,5,2
"i recently obtained a copy of my XXXX and XXXX credit reports and saw that enhanced recovery had listed an negative account on both my XXXX and XXXX credit reports without sending a dunning letter. after I filed a complaint with the XXXX on XXXX XXXX, 2015 they sent a letter with a copy of bill which does not include whether they purchased the debt I specifically asked for all documents showing that they are allowed to attempt to collect and the original contract of the debt they are trying to collect to see if I actually owe this debt. They have been reporting this on my credit report since XXXX. I requested for them to remove all negative information as I do not believe I owe this debt ad they did not provide the information that I requested and they stated that they would send the credit reporting agency status as I am disputing this debt.",Debt collection,Disclosure verification of debt,ERC,4/22/2015,recently obtained copy and credit reports and saw that enhanced recovery had listed negative account both and credit reports without sending dunning letter after filed complaint with the they sent letter with copy bill which does not include whether they purchased the debt specifically asked for all documents showing that they are allowed attempt collect and the original contract the debt they are trying collect see actually owe this debt they have been reporting this credit report since requested for them remove all negative information not believe owe this debt they did not provide the information that requested and they stated that they would send the credit reporting agency status disputing this debt,113,3,5
"I checked my credit reports and see an item from a debt collector called Enhanced Recovery Company for the amount of {$450.00}. They list the initial owner of the debt as XXXX XXXX XXXX whom I have not been in contact with for 7 years. I contacted Enhanced Recovery by mail and asked them to verify the debt, who was owed, original date, their right to collect. Instead of responding to me they put the "" open date '' on my credit reports as XX/XX/XXXX suggesting that 's the age of the supposed delinquency instead of my last contact with XXXX XXXX XXXX in XX/XX/XXXX. I want them to follow the FCRA and remove that line item on my credit report ( from all XXXX CRA ).",Debt collection,Disclosure verification of debt,ERC,4/30/2015,checked credit reports and see item from debt collector called enhanced recovery company for the amount they list the initial owner the debt whom have not been contact with for years contacted enhanced recovery mail and asked them verify the debt who was owed original date their right collect instead responding they put the open date credit reports suggesting that the age the supposed delinquency instead last contact with want them follow the fcra and remove that line item credit report from all cra,84,3,4
Enhanced recovery reported a collection account to the credit bureaus on behalf of XXXX XXXX. Enhanced Recovery did not have my current address. They sent collection letters tour old address. I called them today and asked them to remove the debt from my credit report because it was not fair they reported me without PROPER notification. They declined. I am willing to pay the account in full. It 's not justifiable I am being punished for their lack of proper notification.,Debt collection,Disclosure verification of debt,ERC,12/29/2016,enhanced recovery reported collection account the credit bureaus behalf enhanced recovery did not have current address they sent collection letters tour old address called them today and asked them remove the debt from credit report because was not fair they reported without proper notification they declined willing pay the account full not justifiable being punished for their lack proper notification,60,3,4
"As a concerned Consumer, I recently pulled my credit report and was in total shock to find that ERC has placed an alleged debt on my profile. ERC has communicated false claims and information with the credit reporting agencies without my knowledge. ERC has received payment from through deception and misrepresentation. I have not done any business with ERC previously and would have never authorized ERC to place derogatory information on my credit report to intentionally hurt, harm and cause damage against me as Creditor/Consumer. This action has also caused me to be denied credit extension harming my chances in the pursuit of happiness for me and my family.",Debt collection,Improper contact or sharing of info,ERC,2/3/2017,concerned consumer recently pulled credit report and was total shock find that erc has placed alleged debt profile erc has communicated false claims and information with the credit reporting agencies without knowledge erc has received payment from through deception and misrepresentation have not done any business with erc previously and would have never authorized erc place derogatory information credit report intentionally hurt harm and cause damage against creditor consumer this action has also caused denied credit extension harming chances the pursuit happiness for and family,85,5,3
"As a concerned Consumer, I recently pulled my credit report and was in total shock to find that ERC has placed an alleged debt on my profile. ERC has communicated false claims and information with the credit reporting agencies without my knowledge. I have not done any business with ERC and would have never authorized ERC to place derogatory information on my credit report to intentionally hurt, harm and cause damage against me as Creditor/Consumer. This action has also caused me to be denied credit extension harming my chances in the pursuit of happiness for me and my family.",Debt collection,Improper contact or sharing of info,ERC,1/28/2017,concerned consumer recently pulled credit report and was total shock find that erc has placed alleged debt profile erc has communicated false claims and information with the credit reporting agencies without knowledge have not done any business with erc and would have never authorized erc place derogatory information credit report intentionally hurt harm and cause damage against creditor consumer this action has also caused denied credit extension harming chances the pursuit happiness for and family,75,5,3
"I called into Enhanced Recovery Cor to settle my {$370.00} XXXX account. I asked to speak to a manager because things usually go better that way. The representative asked me why, I explained, she replied with "" so you think that 's going to help you not pay ''. 
She ended up transferring me when I threatened to hangup. The manager was rude, constantly interrupted me, raised his voice. When I offered to settle for {$100.00} which is all I can afford & a little over 25 % he laughed & said I needed to try & settle for at least half which is {$180.00}. I told him I could n't & he said that his company would check into that & call me every few days until I figured out how to pay it.",Debt collection,Communication tactics,ERC,11/6/2015,called into enhanced recovery cor settle account asked speak manager because things usually better that way the representative asked why explained she replied with you think that going help you not pay she ended transferring when threatened hangup the manager was rude constantly interrupted raised his voice when offered settle for which all can afford little over laughed said needed try settle for least half which told him could said that his company would check into that call every few days until figured out how pay,86,3,1
I never had a XXXX phone. I cant afford XXXX XXXX.XX/XX/XXXX they put on my credit report XXXX is all i see for acct number. I need this removed its destroying my life and they said i must pay to delete it even if its not mines or it will ruin to credit. I told them i would call ftc they said so. I dont know what to do.,Debt collection,Threatened to contact someone or share information improperly,ERC,6/4/2018,never had phone cant afford they put credit report all see for acct number need this removed its destroying life and they said must pay delete even its not mines will ruin credit told them would call ftc they said dont know what,43,1,5
I check my credit monthly on creditkarma.com just to make sure nothing unusual pops up. When I saw a debt for comcast I disputed it. Over the last XXXX weeks I 've been trying to contact Enhanced Recovery to verify the debt and show proof of return to XXXX. However if you get in contact with someone they immediately hang up. Also they have a pre-recorded message that just loops and eventually hangs up.,Debt collection,Disclosure verification of debt,ERC,5/15/2015,check credit monthly creditkarma com just make sure nothing unusual pops when saw debt for comcast disputed over the last weeks been trying contact enhanced recovery verify the debt and show proof return however you get contact with someone they immediately hang also they have pre recorded message that just loops and eventually hangs,54,2,1
XXXXI get phone calls and letter for a collection agency trying to collected money for bills who I did n't know was on collection. I get multiples phone calls treated me of jail. I never received a bill for the previous company with an amount to paid. I want this harassment to stop immediately before I request some compensations for this issue. I am on DO NOT CALL list and still get call from collections who used difference number to get me answer. I did n't have any communication from the company before they put me in collection.,Debt collection,Disclosure verification of debt,ERC,7/24/2016,xxxxi get phone calls and letter for collection agency trying collected money for bills who did know was collection get multiples phone calls treated jail never received bill for the previous company with amount paid want this harassment stop immediately before request some compensations for this issue not call list and still get call from collections who used difference number get answer did have any communication from the company before they put collection,73,3,1
I DO NOT OWE THIS CMPANY. THEY CONTACTED SOMEONE OTHER THAN MYSELF AND DISCUSSED THIS MATTER. PLEASE REMOVE THIS FROM MY CREDIT REPORT,Debt collection,Threatened to contact someone or share information improperly,ERC,4/28/2020,not owe this cmpany they contacted someone other than myself and discussed this matter please remove this from credit report,20,1,5
I received notification form XXXX  that a new collection was added to my report as of XX/XX/2018 from XXXX XXXX XXXX for over XXXX for XXXX XXXX. I have never had any services with XXXX XXXX. I was not sent any info in regards to this which gives me a chance to validate and dispute this debt which is against the law.,Debt collection,Written notification about debt,ERC,3/13/2018,received notification form that new collection was added report from for over for have never had any services with was not sent any info regards this which gives chance validate and dispute this debt which against the law,38,3,4
